cell_ID	Chi1	Chi2	
6440	2236.82	66.0433
6441	692.588	22.6909
6442	2266.88	41.606
6443	638.114	30.9908
6444	2208.19	31.0969
6445	651.847	29.077
6446	2271.64	25.6282
6447	617.808	67.3125
6448	1653.36	51.5794
6449	385.642	28.2176
6450	1598.28	59.763
6451	410.445	56.3512
6452	1494.2	39.2809
6453	383.119	40.3632
6454	839.977	44.3909
6455	381.642	25.6675
6456	1526.25	43.5088
6457	401.798	35.333
6458	1484.92	50.1736
6459	360.79	36.9091
6460	1209.58	37.6327
6461	205.349	17.9159
6462	1312.07	37.5015
6463	291.322	19.3132
6464	1770.29	32.0879
6465	402.845	29.5906
6466	1302.93	30.0004
6467	321.742	27.7164
6468	1442.28	23.718
6469	290.067	36.6583
6470	1434.5	48.4381
6471	287.901	14.8317
6472	1276.24	46.8162
6473	181.157	26.8916
6474	894.667	24.725
6475	181.709	41.0884
6476	636.646	25.1997
6477	-1	-1
6478	141.338	21.7752
6479	-1	-1
6480	1185.29	38.2626
6481	-1	-1
6482	2323.92	50.0536
6483	863.544	24.9583
6484	2911.68	51.7279
6485	703.924	45.0482
6486	2751.83	35.8624
6487	761.753	45.7675
6488	1985.71	72.7674
6489	546.059	30.8833
6490	1902.87	44.4213
6491	432.262	26.0829
6492	1840.81	51.7999
6493	424.592	28.8158
6494	1711.69	43.0902
6495	482.954	41.3599
6496	1662.48	41.8428
6497	392.876	50.9382
6498	1356.42	37.4884
6499	380.512	32.7183
6500	1794.74	65.9235
6501	353.185	16.6394
6502	1889.5	34.155
6503	420.74	42.6845
6504	1486.29	48.4717
6505	220.774	28.8738
6506	888.656	25.8425
6507	140.987	10.7728
6508	1378.42	20.2778
6509	280.606	27.3775
6510	1326.67	47.6594
6511	261.231	33.3855
6512	1032.2	35.0012
6513	189.249	23.2065
6514	993.025	25.942
6515	179.78	24.1218
6516	1146.94	30.1839
6517	190.493	21.751
6518	1003.2	36.5809
6519	-1	-1
6520	1322.52	30.0371
6521	182.869	12.8296
6522	1230.67	31.2202
6523	183.356	15.505
6524	640.727	18.9245
6525	-1	-1
6526	250.315	25.5811
6527	-1	-1
6528	876.677	50.6099
6529	286.118	43.644
6530	1732.92	81.0385
6531	448.224	23.948
6532	2091.79	69.8348
6533	436.377	31.6846
6534	2402.83	50.8968
6535	542.457	29.4804
6536	2562.46	51.9041
6537	605.367	29.4159
6538	2463.19	51.335
6539	537.528	20.4402
6540	2118.26	50.2468
6541	557.797	49.9718
6542	2405.43	65.4576
6543	509.852	39.5555
6544	1751.55	35.1928
6545	383.722	30.7117
6546	1838.95	39.4704
6547	410.392	26.8159
6548	1809.64	36.4775
6549	390.402	28.1984
6550	1896.47	59.079
6551	390.271	24.9773
6552	1744.8	42.6641
6553	396.197	30.4329
6554	1686.03	34.5383
6555	331.91	27.1427
6556	1448.25	37.2524
6557	287.484	25.4609
6558	1314.77	47.288
6559	218.349	25.1961
6560	1613.68	26.7375
6561	316.496	30.91
6562	1684.37	39.2349
6563	234.092	18.4712
6564	1758.67	35.3122
6565	269.578	25.0763
6566	1539.86	30.3187
6567	242.647	34.1701
6568	1088.03	52.4345
6569	157.137	13.8146
6570	981.065	22.3607
6571	-1	-1
6572	529.313	18.4723
6573	-1	-1
6574	180.236	28.2816
6575	-1	-1
6576	915.649	24.9105
6577	267.709	27.6817
6578	2419.63	37.9251
6579	502.369	43.6125
6580	2951.74	57.817
6581	536.089	40.723
6582	2990.34	37.6929
6583	570.827	47.3617
6584	2023.89	52.1576
6585	396.291	23.2362
6586	2109.71	70.1827
6587	383.296	32.0846
6588	1830.11	36.066
6589	349.683	23.3512
6590	1933.89	47.8116
6591	381.42	34.9593
6592	561.568	27.2837
6593	399.485	27.8685
6594	1996.36	58.0958
6595	324.468	28.0829
6596	2216.87	50.1559
6597	340.55	21.3448
6598	2151.66	35.1825
6599	366.901	43.9783
6600	1975.25	39.3902
6601	390.896	32.1493
6602	1622.06	54.4214
6603	304.444	29.6075
6604	1633.98	51.7167
6605	232.169	14.994
6606	1364.77	42.7094
6607	272.574	21.5142
6608	1434.17	39.1202
6609	203.408	37.3596
6610	1299.99	32.8701
6611	172.301	15.5504
6612	1394.56	29.0283
6613	187.609	34.1123
6614	1176.11	38.165
6615	182.215	39.6832
6616	1589.1	51.4586
6617	174.048	18.719
6618	1069.03	41.4703
6619	147.817	15.5369
6620	807.73	31.0519
6621	-1	-1
6622	258.823	42.3742
6623	-1	-1
6624	854.396	52.6391
6625	-1	-1
6626	1883.67	37.3116
6627	416.238	29.9414
6628	2296.13	61.6038
6629	577.951	30.5621
6630	2729.41	53.8866
6631	562.415	25.2159
6632	3003.92	47.5659
6633	594.273	46.1291
6634	2880.54	52.7901
6635	544.677	35.0697
6636	3037.72	39.4303
6637	468.03	31.5571
6638	2858.62	38.4442
6639	517.342	28.0297
6640	534.819	44.3174
6641	12163.8	416.417
6642	389.931	28.9789
6643	131.182	33.6375
6644	495.571	39.0181
6645	1854.13	478.252
6646	582.096	39.5682
6647	3040.97	1105.07
6648	465.089	33.8057
6649	152.924	74.2991
6650	422.011	25.7898
6651	2884.92	97.0067
6652	132.814	24.3204
6653	798.771	425.065
6654	11489.6	6339.88
6655	-1	-1
6656	1958.48	26.5749
6657	322.241	71.3231
6658	1742.15	51.3641
6659	282.607	28.1014
6660	1727.92	30.525
6661	218.748	23.867
6662	1909.73	43.3529
6663	200.159	13.3349
6664	1402.09	26.7919
6665	195.406	29.4566
6666	1194.45	43.2249
6667	-1	-1
6668	715.139	33.4439
6669	-1	-1
6670	220.21	27.1308
6671	-1	-1
6672	727.745	33.4639
6673	267.225	54.4183
6674	1058.67	34.0281
6675	321.378	28.6399
6676	1178.85	43.3538
6677	474.078	34.4701
6678	1429.78	45.9032
6679	460.871	30.7369
6680	803.698	41.9155
6681	337.381	16.6617
6682	884.43	32.281
6683	289.9	36.0588
6684	966.675	51.6224
6685	316.256	21.841
6686	1017.63	46.6671
6687	266.329	22.416
6688	177.786	28.096
6689	-1	-1
6690	63152	2432.62
6691	-1	-1
6692	969.107	37.4734
6693	217.663	19.6391
6694	1039.05	55.9276
6695	230.52	16.0844
6696	991.319	49.4206
6697	224.565	16.2338
6698	1073.83	49.3249
6699	187.971	31.5996
6700	806.948	33.0509
6701	257.614	31.7148
6702	787.677	31.8606
6703	157.623	19.0633
6704	638.472	31.2327
6705	-1	-1
6706	593.778	35.9935
6707	147.006	23.9024
6708	698.406	24.1989
6709	-1	-1
6710	499.514	27.9939
6711	-1	-1
6712	763.429	20.3101
6713	151.827	22.8469
6714	560.794	23.5661
6715	-1	-1
6716	451.085	36.5516
6717	-1	-1
6718	272.419	77.3077
6719	-1	-1
6720	822.262	43.1337
6721	144.194	36.3758
6722	926.968	52.8577
6723	180.895	24.3493
6724	1495.64	33.357
6725	215.722	18.3415
6726	1554.08	36.3914
6727	226.935	20.1016
6728	1794.27	46.9823
6729	248.999	34.1717
6730	1650.42	44.3102
6731	223.986	11.9611
6732	1731.82	27.3009
6733	334.417	19.872
6734	1951.46	58.033
6735	-1	-1
6736	1347.54	46.6874
6737	236.143	25.7021
6738	1349.85	39.8286
6739	193.244	12.5491
6740	1243.13	44.8119
6741	169.363	29.2624
6742	1177.61	47.9917
6743	212.884	25.0666
6744	1202.21	29.7687
6745	172.7	40.353
6746	1398.3	37.4839
6747	173.595	13.0795
6748	1039.13	53.878
6749	-1	-1
6750	864.946	38.8386
6751	-1	-1
6752	1546.97	31.5304
6753	-1	-1
6754	1364.9	35.1692
6755	140.768	29.7629
6756	1212.68	27.7792
6757	-1	-1
6758	1134.92	27.2365
6759	-1	-1
6760	989.082	46.481
6761	-1	-1
6762	915.671	53.1001
6763	-1	-1
6764	679.355	45.2991
6765	-1	-1
6766	199.049	36.1132
6767	-1	-1
6768	1282.57	30.1129
6769	174.27	19.4346
6770	2763.15	35.2076
6771	286.349	18.306
6772	2882.59	29.7617
6773	426.079	20.8184
6774	3857.4	48.4058
6775	467.394	40.9976
6776	2415.92	56.238
6777	288.942	28.2314
6778	2388.91	60.2306
6779	297.438	27.8086
6780	2400.05	61.542
6781	269.715	25.3945
6782	2528.01	35.5716
6783	264.4	41.031
6784	2168.49	30.9744
6785	314.118	20.0206
6786	2483.04	60.1557
6787	250.077	29.783
6788	2273.07	37.1464
6789	245.636	39.9417
6790	2155.96	37.8722
6791	226.871	21.1505
6792	2306.27	74.6809
6793	183.221	28.9424
6794	2115.09	37.9414
6795	216.874	25.3486
6796	1772.47	61.794
6797	168.912	25.7911
6798	2351.72	43.5309
6799	188.475	24.8771
6800	3803.15	80.2256
6801	366.943	16.1498
6802	3390.2	53.8825
6803	202.25	33.0706
6804	3490.65	69.1368
6805	228.236	13.2384
6806	3607.88	72.5228
6807	260.655	21.8846
6808	436.007	69.4217
6809	-1	-1
6810	452.632	33.4878
6811	351.858	308.19
6812	1437.43	37.6366
6813	-1	-1
6814	441.452	30.8661
6815	-1	-1
6816	136.175	32.1018
6817	-1	-1
6818	332.402	28.5355
6819	-1	-1
6820	360.769	31.5881
6821	-1	-1
6822	414.213	29.3698
6823	-1	-1
6824	374.74	31.2169
6825	-1	-1
6826	342.302	37.8916
6827	-1	-1
6828	369.039	29.6847
6829	-1	-1
6830	489.58	36.6214
6831	-1	-1
6832	3872.06	44.7633
6833	597.864	32.3862
6834	3930.98	47.3151
6835	558.245	32.3331
6836	3927.26	54.2554
6837	586.386	35.5581
6838	4284.96	63.6098
6839	518.14	24.4852
6840	3773.73	71.218
6841	536.994	20.8833
6842	3393.06	47.212
6843	428.266	41.9282
6844	3580.29	56.14
6845	431.372	31.8176
6846	3267.01	42.3231
6847	346.271	49.6708
6848	2848.15	29.5043
6849	349.034	16.3345
6850	3051.71	42.9902
6851	367.28	32.8828
6852	2904.79	45.8215
6853	244.234	25.0408
6854	2714.75	41.0496
6855	250.02	18.3309
6856	2400.38	53.6717
6857	244.196	12.4798
6858	1873.63	24.2383
6859	192.722	30.4882
6860	1187.27	35.4268
6861	-1	-1
6862	341.136	29.8755
6863	-1	-1
6864	-1	-1
6865	-1	-1
6866	396.777	26.9422
6867	-1	-1
6868	447.901	62.6132
6869	-1	-1
6870	159.436	43.0641
6871	-1	-1
6872	192.618	40.7428
6873	-1	-1
6874	1335.38	63.0699
6875	-1	-1
6876	352.163	36.4193
6877	-1	-1
6878	644.077	31.2318
6879	127.073	26.9713
6880	5486.55	62.5574
6881	525.875	23.8406
6882	5624.11	60.1027
6883	494.862	25.2512
6884	6210.6	87.0152
6885	544.844	22.1928
6886	5734.54	62.1094
6887	562.941	32.3444
6888	5295.95	61.6015
6889	463.695	34.0699
6890	5054.87	52.4299
6891	401.356	22.6434
6892	5515.34	54.5552
6893	377.058	23.0173
6894	4855.75	71.7105
6895	351.423	37.7504
6896	3925.72	60.6883
6897	315.091	30.432
6898	4056.4	46.1661
6899	261.118	30.0596
6900	4154.48	59.8162
6901	304.25	21.6918
6902	3608.98	64.3395
6903	250.463	29.7367
6904	3648.36	48.8344
6905	196.941	31.1206
6906	2542.85	37.6875
6907	149.146	12.8023
6908	1868.44	39.5202
6909	-1	-1
6910	696.668	25.6703
6911	-1	-1
6912	-1	-1
6913	989.62	24.9672
6914	152.905	16.6993
6915	3046.18	36.5158
6916	152.158	36.9722
6917	2913.95	31.618
6918	136.166	22.039
6919	2420.66	52.9782
6920	185.288	21.4381
6921	3526.48	48.9449
6922	-1	-1
6923	3594.17	42.417
6924	258.767	19.1157
6925	3354	43.9779
6926	298.036	28.7384
6927	4353.87	54.1421
6928	-1	-1
6929	-1	-1
6930	-1	-1
6931	-1	-1
6932	-1	-1
6933	-1	-1
6934	-1	-1
6935	-1	-1
6936	-1	-1
6937	-1	-1
6938	-1	-1
6939	-1	-1
6940	-1	-1
6941	-1	-1
6942	-1	-1
6943	-1	-1
6944	443.481	14.7639
6945	4521.86	32.7534
6946	428.993	22.607
6947	4446.85	44.8866
6948	350.387	24.8826
6949	4155.75	48.4491
6950	401.658	17.9698
6951	4101.58	58.6968
6952	505.534	32.8482
6953	4373.23	37.7341
6954	399.524	24.7758
6955	3892.91	80.7301
6956	303.562	33.9511
6957	2086.25	50.65
6958	-1	-1
6959	803.556	34.9586
6960	-1	-1
6961	715.949	27.0413
6962	134.963	32.8299
6963	1546.42	95.0062
6964	174.545	21.4306
6965	2019.32	50.5941
6966	183.215	17.6628
6967	2222.95	52.9067
6968	-1	-1
6969	809.404	100.825
6970	-1	-1
6971	865.383	81.8185
6972	274.934	30.9908
6973	2515.18	51.6506
6974	344.689	65.9416
6975	2448.85	48.3823
6976	-1	-1
6977	-1	-1
6978	-1	-1
6979	-1	-1
6980	-1	-1
6981	-1	-1
6982	-1	-1
6983	-1	-1
6984	-1	-1
6985	-1	-1
6986	-1	-1
6987	-1	-1
6988	-1	-1
6989	-1	-1
6990	-1	-1
6991	-1	-1
6992	596.844	24.2275
6993	3033.47	79.7573
6994	529.827	42.87
6995	2879.36	75.3948
6996	490.455	19.6969
6997	3270.68	50.4566
6998	442.075	11.3074
6999	3734.93	59.6392
7000	502.982	28.7162
7001	3108.97	44.9512
7002	470.264	20.344
7003	3091.13	59.8542
7004	380.18	23.9088
7005	2056.72	33.2577
7006	-1	-1
7007	654.369	33.5851
7008	-1	-1
7009	716.345	34.2931
7010	-1	-1
7011	1613.59	32.1577
7012	-1	-1
7013	1545.48	34.9281
7014	129.581	21.468
7015	1960.73	49.0826
7016	128.226	21.2072
7017	1216.17	36.4394
7018	-1	-1
7019	1521.65	37.3428
7020	-1	-1
7021	1309.75	47.2217
7022	142.954	32.8188
7023	1566.27	31.8815
7024	167.351	26.5096
7025	2043.27	54.454
7026	193.82	29.4243
7027	2394.27	53.813
7028	191.917	19.9768
7029	2427.28	56.2082
7030	190.675	28.2393
7031	2722.47	37.2814
7032	198.288	11.6308
7033	2390.87	43.0581
7034	197.327	21.9594
7035	2362.3	51.7548
7036	231.94	19.6398
7037	2560.37	32.6476
7038	218.855	22.3944
7039	2261.41	57.0743
7040	272.035	26.9506
7041	2346.1	61.2217
7042	227.321	19.9227
7043	2145.18	34.1793
7044	275.921	27.7674
7045	1907.12	37.4868
7046	205.588	21.14
7047	1929.06	49.5009
7048	390.154	25.0104
7049	3168.77	77.9567
7050	245.239	16.2953
7051	3335.8	36.5075
7052	-1	-1
7053	185.792	73.4412
7054	-1	-1
7055	-1	-1
7056	-1	-1
7057	292.319	25.6597
7058	-1	-1
7059	963.474	26.2707
7060	-1	-1
7061	637.073	46.8701
7062	-1	-1
7063	683.637	58.7888
7064	123.233	25.7652
7065	1201.97	42.5854
7066	130.536	22.5941
7067	1849.4	37.0651
7068	210.668	37.2719
7069	1157.82	35.2288
7070	-1	-1
7071	1323.76	51.0352
7072	-1	-1
7073	1012.35	42.948
7074	172.49	29.1915
7075	1328.01	44.3571
7076	172.212	13.6437
7077	1196.74	25.6991
7078	-1	-1
7079	1327.82	44.1574
7080	210.415	20.1628
7081	1124.29	63.0967
7082	202.444	29.7317
7083	1038.93	36.5495
7084	156.778	19.3179
7085	1058.4	31.2125
7086	173.683	19.308
7087	1424.39	29.2648
7088	256.811	22.9173
7089	34701	510.297
7090	379.178	31.8292
7091	1617.68	41.7897
7092	320.637	22.6823
7093	1871.39	33.3787
7094	369.09	24.1771
7095	1843.97	34.3542
7096	248.905	22.5006
7097	1576.51	40.3322
7098	239.712	32.0632
7099	1281.02	53.7128
7100	176.783	30.4671
7101	1199.87	46.6932
7102	-1	-1
7103	287.621	48.074
7104	165.145	16.578
7105	836.542	32.2849
7106	-1	-1
7107	937.967	33.2473
7108	139.841	16.7355
7109	793.862	32.2706
7110	142.725	16.8071
7111	1281.48	23.7499
7112	-1	-1
7113	726.669	50.5985
7114	-1	-1
7115	921.319	36.8157
7116	138.615	31.0696
7117	1214.15	52.0311
7118	-1	-1
7119	1198.51	61.0632
7120	171.988	24.0554
7121	996.477	46.4732
7122	139.435	25.0903
7123	1280.79	46.4187
7124	211.109	40.5929
7125	1031.94	33.9841
7126	153.251	20.3672
7127	1303.2	57.1937
7128	239.435	27.2781
7129	1158.75	35.4206
7130	199.853	31.8783
7131	1306.16	43.7316
7132	221.34	22.1913
7133	1881.6	55.4035
7134	195.033	19.7737
7135	1324.89	38.3641
7136	216.644	26.7245
7137	1825.38	36.0872
7138	219.613	23.295
7139	1381.21	36.9755
7140	207.639	30.3457
7141	1550.25	51.7284
7142	259.542	32.9542
7143	1108.41	45.3263
7144	358.688	22.2763
7145	1763.07	40.7025
7146	257.488	28.0571
7147	2069.52	26.5308
7148	332.649	34.7764
7149	1717.44	43.2777
7150	-1	-1
7151	445.371	26.0442
7152	-1	-1
7153	492.858	33.3815
7154	-1	-1
7155	677.688	44.7365
7156	131.448	12.1901
7157	1016.7	30.5297
7158	152.165	23.6871
7159	1044.93	29.0513
7160	209.333	22.9605
7161	1359.11	36.9922
7162	281.509	26.6046
7163	1800.39	30.4022
7164	236.262	31.054
7165	1673.33	32.65
7166	250.343	26.6101
7167	1828.49	42.572
7168	210.192	33.2825
7169	1333.68	31.3779
7170	217.439	17.1727
7171	1240.51	31.9516
7172	235.273	26.7048
7173	1423.88	41.9356
7174	287.414	29.0874
7175	1525.15	21.0306
7176	278.795	32.1466
7177	1516.39	55.5365
7178	277.282	28.0909
7179	1540.59	34.3412
7180	338.015	16.7197
7181	1656.91	34.9808
7182	277.034	16.6233
7183	1615.47	60.0131
7184	396.118	15.3215
7185	1986.3	39.4182
7186	406.467	31.3053
7187	2212.51	19.3082
7188	491.317	37.8948
7189	2386.65	37.6602
7190	464.549	30.424
7191	2625.42	49.8503
7192	452.4	23.6611
7193	2349.21	53.9971
7194	412.512	26.8585
7195	1822.12	67.4239
7196	247.399	22.6829
7197	1142.13	35.3234
7198	-1	-1
7199	454.981	32.617
7200	-1	-1
7201	583.131	23.6382
7202	140.341	22.3695
7203	1150.57	31.211
7204	168.113	26.6897
7205	1393.23	30.9307
7206	223.862	16.2252
7207	1262.26	34.3323
7208	150.312	11.8445
7209	1093.02	36.6882
7210	178.304	16.5526
7211	1089.89	35.132
7212	220.008	26.1497
7213	1063.73	33.4877
7214	273.469	33.6914
7215	1321.35	44.0213
7216	257.408	25.5032
7217	1344.04	31.8186
7218	203.6	18.125
7219	1525.68	36.3482
7220	234.857	33.0188
7221	1520.26	28.6484
7222	280.434	31.4844
7223	1657.44	38.3596
7224	282.083	32.2382
7225	1671.32	42.179
7226	305.817	48.5391
7227	1685.08	28.2595
7228	273.526	19.0439
7229	1788.26	27.5524
7230	270.282	30.5197
7231	1464.78	39.8043
7232	343.63	41.9133
7233	1658.47	42.4457
7234	302.576	17.4627
7235	1744.8	35.8075
7236	330.794	43.3122
7237	1752.29	38.9998
7238	334.602	30.0274
7239	1644.64	48.5667
7240	552.19	34.0673
7241	2288.66	73.5212
7242	530.564	29.1786
7243	2159.84	34.6987
7244	304.062	23.359
7245	1572.98	29.3886
7246	-1	-1
7247	575.362	32.2231
7248	-1	-1
7249	307.011	46.7235
7250	-1	-1
7251	895.454	47.6882
7252	144.071	29.1049
7253	1001.56	22.0607
7254	156.083	25.1037
7255	1219.99	32.0943
7256	216.998	32.0138
7257	1455.47	30.2682
7258	259.328	33.5314
7259	1600.01	30.1282
7260	265.611	19.836
7261	1849.87	34.5862
7262	436.849	40.3992
7263	2080.5	43.45
7264	237.994	17.0484
7265	1344.05	24.1826
7266	224.371	24.7643
7267	1579.14	36.3479
7268	273.388	22.9187
7269	1477.33	44.9389
7270	296.667	16.1983
7271	1591.31	31.488
7272	330.45	32.6143
7273	1727.51	49.6225
7274	326.832	28.8293
7275	1783.05	36.012
7276	328.349	14.5727
7277	1711.43	27.9454
7278	348.121	28.4029
7279	1681.25	50.2815
7280	486.257	18.2221
7281	2274.54	41.9724
7282	479.852	29.6566
7283	2062.48	39.7534
7284	467.819	40.0598
7285	2206.76	56.1924
7286	498.834	25.1476
7287	2131.05	25.0761
7288	430.759	26.0383
7289	1802.88	35.2247
7290	385.73	33.3193
7291	1523.28	30.5242
7292	217.062	24.8394
7293	1132.37	41.6729
7294	-1	-1
7295	379.657	32.4208
7296	-1	-1
7297	454.089	26.5222
7298	216.753	18.9393
7299	1312.4	21.7491
7300	227.183	34.2026
7301	1272.59	44.6164
7302	218.25	22.1469
7303	1404.85	46.1041
7304	188.108	29.8307
7305	986.196	35.2589
7306	229.836	30.8428
7307	967.716	33.3889
7308	226.772	29.4241
7309	1082.92	45.2585
7310	286.107	15.8634
7311	1188.22	25.6499
7312	267.85	41.614
7313	1220.26	33.004
7314	301.881	31.7032
7315	1431.65	21.6782
7316	298.202	31.3602
7317	1288	35.9056
7318	308.309	29.1849
7319	1467.09	24.6332
7320	291.883	46.8377
7321	1532.79	28.8616
7322	390.925	27.0677
7323	1839.44	63.7766
7324	-1	-1
7325	1940.82	31.5376
7326	424.995	40.9152
7327	1481.6	35.9261
7328	-1	-1
7329	342.917	40.8006
7330	-1	-1
7331	347.786	31.5746
7332	-1	-1
7333	317.922	39.5865
7334	-1	-1
7335	320.508	54.4976
7336	-1	-1
7337	343.149	38.3186
7338	-1	-1
7339	328.616	33.4329
7340	-1	-1
7341	174.467	17.992
7342	-1	-1
7343	-1	-1
7344	-1	-1
7345	458.723	31.5802
7346	165.549	21.7389
7347	952.544	33.3522
7348	165.876	21.1019
7349	1105.81	31.7444
7350	238.89	45.3533
7351	1342.05	41.2808
7352	346.261	56.2635
7353	1494.12	33.5861
7354	344.965	32.4917
7355	1650.98	38.6019
7356	385.053	20.8154
7357	1713.98	36.5364
7358	491.562	24.1339
7359	1942.92	33.0126
7360	328.85	36.6068
7361	1250.8	38.9564
7362	352.837	26.364
7363	1423.99	42.0077
7364	391.084	30.8688
7365	1482.23	34.1304
7366	345.401	37.2766
7367	1613.01	45.0484
7368	360.653	28.8126
7369	1731.03	45.4818
7370	416.836	51.074
7371	-1	-1
7372	361.929	17.4756
7373	2305.11	30.6807
7374	408.879	30.6526
7375	1931.29	46.8803
7376	121.747	27.1658
7377	367.74	31.2928
7378	-1	-1
7379	262.517	20.2448
7380	-1	-1
7381	382.79	19.868
7382	-1	-1
7383	309.162	32.3117
7384	249.496	33.7539
7385	464.169	41.1013
7386	182.063	16.0329
7387	428.081	27.5897
7388	135.601	14.8611
7389	292.924	38.1136
7390	-1	-1
7391	-1	-1
7392	156.463	27.9548
7393	555.133	23.5229
7394	265.692	22.5959
7395	1074.87	38.0184
7396	293.954	24.4123
7397	1128.71	35.9586
7398	332.612	18.3206
7399	1275.01	29.8063
7400	250.351	40.8209
7401	1050.73	26.1921
7402	274.626	19.5416
7403	1137.65	41.0885
7404	289.352	35.9317
7405	1056.38	27.4376
7406	334.104	39.6995
7407	1182.79	26.6178
7408	370.351	26.6953
7409	1203.41	61.3937
7410	429.412	30.3289
7411	1277.74	26.5915
7412	452.103	33.7353
7413	1451.7	27.2644
7414	464.653	40.8175
7415	1582.31	46.3706
7416	382.482	24.9239
7417	-1	-1
7418	465.976	36.8247
7419	1505.79	43.9128
7420	541.973	24.1822
7421	1558.6	36.7729
7422	487.904	34.851
7423	1987.16	31.6446
7424	425.098	23.6789
7425	-1	-1
7426	514.623	45.4943
7427	1737.5	39.1704
7428	842.552	33.7636
7429	1483.86	39.8754
7430	-1	-1
7431	1777.39	32.23
7432	1132.79	24.091
7433	2380.94	58.1187
7434	871.379	29.2995
7435	2491.3	40.5791
7436	597.227	20.1673
7437	1761.99	35.3713
7438	-1	-1
7439	305.025	28.7772
7440	-1	-1
7441	457.762	26.8655
7442	255.282	23.1426
7443	977.991	46.8365
7444	267.566	43.7827
7445	1072.44	29.9776
7446	320.548	21.6457
7447	1226.18	32.1004
7448	453.292	36.175
7449	1510.41	49.1416
7450	477.155	61.6271
7451	1469.18	38.0658
7452	440.349	28.85
7453	1711.34	39.878
7454	515.795	30.337
7455	2244.4	37.3595
7456	451.727	25.9189
7457	1370.83	33.7679
7458	431.336	44.7617
7459	1475.18	40.7707
7460	420.827	27.3145
7461	1370.79	24.9112
7462	481.33	16.4816
7463	1538.54	43.8867
7464	508.51	26.4417
7465	1493.94	22.1529
7466	501.661	25.7649
7467	1615.71	42.1487
7468	522.045	23.5037
7469	1562.31	35.497
7470	592.354	31.428
7471	1603.49	42.0756
7472	659.689	22.8042
7473	2233.46	38.248
7474	825.003	25.8851
7475	2103.61	37.8168
7476	769.452	26.5782
7477	2140.99	52.0868
7478	807.138	29.0969
7479	2638.22	42.9166
7480	732.612	24.1229
7481	1885.84	42.0837
7482	773.445	23.0465
7483	1608.67	55.4514
7484	478.614	29.5604
7485	980.412	39.3363
7486	134.168	42.0324
7487	373.696	31.1755
7488	140.125	20.701
7489	579.012	38.2483
7490	332.549	28.011
7491	-1	-1
7492	356.598	47.271
7493	1357.31	28.1646
7494	333.424	20.0055
7495	1264.37	38.5401
7496	302.012	22.128
7497	905.427	30.6247
7498	354.235	27.2808
7499	1088.43	61.7835
7500	318.701	18.0583
7501	959.265	31.048
7502	322.361	37.1662
7503	1056.87	22.9582
7504	403.57	35.1223
7505	1177.07	36.1104
7506	453.889	18.6978
7507	253.976	30.1834
7508	427.206	27.3636
7509	1164.47	29.8513
7510	511.753	43.2967
7511	1235.07	36.713
7512	631.548	44.3921
7513	1468.08	50.0516
7514	582.287	33.8184
7515	1463.17	52.7872
7516	505.855	17.7136
7517	1367.58	51.3613
7518	554.776	27.2408
7519	1338.17	28.068
7520	638.136	31.925
7521	1431.06	21.969
7522	588.979	26.6101
7523	1519.03	30.014
7524	548.01	26.5751
7525	1610.86	66.9102
7526	682.373	21.5237
7527	1562.42	56.9606
7528	1030.03	51.8101
7529	2433.15	40.694
7530	888.344	19.9662
7531	2339.53	37.0999
7532	932.243	29.8354
7533	1375.82	60.3693
7534	153.296	9.12845
7535	308.056	26.5699
7536	-1	-1
7537	401.75	24.9407
7538	286.631	26.2279
7539	856.546	46.284
7540	355.756	27.5443
7541	963.559	29.2477
7542	377.24	28.6279
7543	1218.19	48.8736
7544	445.916	33.4015
7545	1227.49	37.3076
7546	483.276	23.5628
7547	1454.31	28.9305
7548	545.461	27.1984
7549	1342.32	34.6151
7550	599.439	30.5157
7551	1571.07	39.4504
7552	427.109	49.446
7553	1161.54	32.6385
7554	491.832	39.8991
7555	1167.03	32.6828
7556	533.434	44.2047
7557	1263.7	49.2039
7558	687.07	25.2791
7559	1688.64	51.3879
7560	596.468	48.8997
7561	1605.95	69.1976
7562	558.842	27.9998
7563	1389.89	31.4775
7564	582.3	28.1014
7565	1483.19	46.318
7566	681.001	24.9237
7567	1633.02	63.8369
7568	985.741	32.9649
7569	1937.91	55.3847
7570	1174.09	38.2241
7571	2086.18	39.9821
7572	-1	-1
7573	2133.21	42.9315
7574	1055.79	57.0749
7575	2199.42	40.1498
7576	955.373	37.556
7577	1707.6	22.6581
7578	885.906	43.8971
7579	1892.65	37.0367
7580	580.48	15.3094
7581	1119.93	38.8663
7582	155.348	8.68866
7583	340.051	23.6204
7584	-1	-1
7585	482.791	37.7395
7586	300.716	25.6403
7587	914.455	31.5582
7588	288.996	18.2876
7589	1065.08	29.9859
7590	353.655	27.549
7591	1001.88	42.3773
7592	316.461	32.9492
7593	802.128	26.435
7594	305.816	25.0467
7595	820.84	28.9363
7596	308.874	23.9728
7597	997.771	40.1526
7598	411.289	53.4272
7599	1064.95	24.8902
7600	433.615	29.3145
7601	1249.23	41.9233
7602	524.526	40.5704
7603	1301.25	27.6963
7604	481.599	41.9797
7605	1274.18	33.4859
7606	603.914	45.3002
7607	1336.05	32.0528
7608	677.6	45.4057
7609	1249.08	42.2806
7610	643.781	60.3996
7611	1322.56	37.596
7612	565.809	45.4052
7613	1298.61	48.4826
7614	656.447	38.9771
7615	1318.65	34.1027
7616	701.287	45.4737
