cell_ID	par0	err0	par1	err1	chi2	integral
1st6K	28520.6	1343.52	-3.91613	0.0344088	227.018	695.19
1	1.62437	NA	NA	NA	NA	104
2	0.894452	NA	NA	NA	NA	1076
3	1.47934	NA	NA	NA	NA	150
4	0.792777	NA	NA	NA	NA	1726
5	1.2768	NA	NA	NA	NA	267
6	0.681882	NA	NA	NA	NA	3114
7	1.31626	NA	NA	NA	NA	237
8	0.631078	NA	NA	NA	NA	4217
9	1.36254	NA	NA	NA	NA	207
